guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
Doench2016-1761,-1.5800,-1.9864,1.000000,0.944803,0.671298,-29.3400,-30.7530,0.625000,0.631213,0.524657,0.560297,0.083972,0.993816,0.066007,0.054084,0.099492,0.053270,0.544898,0.062288,0.429246,0.991004,0.963075,0.992125,0.767206,0.999932,0.682627,0.999556,0.649128,0.063925,0.972926,0.050103,0.153938,0.047147,0.030915,0.817761,0.067879,0.770486,0.080615,0.994910,0.958866,0.983232,0.955291,0.998862,0.931255,0.999401,0.994314,0.996139,0.975084,0.997629,0.086400
Doench2016-1762,-4.2800,-4.9186,0.500000,0.460185,0.568059,-26.5600,-28.6328,0.625000,0.407834,0.534872,0.473544,0.624544,0.417770,0.444637,0.433895,0.456344,0.157808,0.198067,0.440820,0.396637,0.134620,0.136609,0.622396,0.668442,0.999839,0.968561,0.999941,0.998328,0.999068,0.771822,0.999996,0.776035,0.999999,0.994750,0.568459,0.656047,0.061210,0.273714,0.000947,0.004649,0.000541,0.001207,0.066877,0.053229,1.000000,0.867861,0.984925,0.610767,0.998518,0.795196
Doench2016-1763,0.0000,-0.3795,1.000000,0.802338,0.832929,-25.8500,-27.7001,0.250000,0.511417,0.549402,0.974781,0.267512,0.868293,0.268132,0.684254,0.262624,0.693209,0.325859,0.654102,0.398928,0.642584,0.902614,0.878842,0.879544,0.942364,0.717333,0.985654,0.687511,0.998602,0.939292,0.999579,0.740185,0.917615,0.507172,0.619585,0.545581,0.621384,0.443393,0.598719,0.392436,0.782718,0.378149,0.991085,0.258755,0.903980,0.646427,0.902081,0.678352,0.999154,0.748248
Doench2016-1764,-0.0400,-0.5384,0.625000,0.791231,0.827068,-36.5100,-37.9827,0.125000,0.145204,0.220955,0.493065,0.241248,0.503737,0.239345,0.526446,0.239389,0.990361,0.226668,0.974068,0.587112,0.955348,0.623260,0.989907,0.485150,0.975386,0.189045,0.962396,0.211320,0.919249,0.213027,0.937907,0.000625,0.983649,0.001271,0.486155,0.001202,0.494129,0.001963,0.525263,0.000439,0.990272,0.000056,0.962579,0.114964,0.955941,0.999992,0.952678,0.038517,0.962828,0.004502
Doench2016-1765,-1.5900,-1.7649,0.500000,0.554942,0.643464,-25.9300,-26.9399,0.875000,0.783963,0.700567,0.997309,0.935223,0.213957,0.766781,0.099587,0.775456,0.088950,0.725971,0.107446,0.079665,0.996587,0.193846,0.999543,0.194997,0.965616,0.205114,0.963867,0.954581,0.997346,0.969528,0.999626,0.969043,0.999908,0.969426,0.996581,0.961259,0.999969,0.971605,0.073660,0.785804,0.054044,0.803644,0.100171,0.820567,0.216471,0.844162,0.998829,0.972744,0.999810,0.111919
Doench2016-1766,-7.5000,-7.6134,0.500000,0.517907,0.514890,-40.1900,-40.5047,0.625000,0.627769,0.306662,0.999738,0.000950,0.999769,0.000363,0.143428,0.000974,0.000183,0.005100,0.000197,0.037238,0.000063,0.006171,0.005609,0.000090,0.999960,0.018438,0.999960,0.998489,1.000000,0.043243,1.000000,0.000035,0.005641,0.000004,0.000029,0.000018,0.000147,0.008077,0.000134,0.999979,0.144387,0.999624,0.999144,0.999974,0.999985,0.999946,0.999910,0.999943,0.999524,0.014587
Doench2016-1767,-1.5400,-1.8531,0.500000,0.533646,0.471044,-29.9400,-31.3929,0.250000,0.375226,0.499444,0.221714,0.998997,0.099508,0.993834,0.124486,0.994690,0.235191,0.992664,0.265657,0.989584,0.124050,0.812046,0.810927,0.903923,0.829978,0.256017,0.999825,0.019102,0.999795,0.004173,0.323873,0.019244,0.116708,0.002795,0.078007,0.004027,0.796820,0.000205,0.174482,0.001872,0.161033,0.009431,0.229161,0.972476,0.946142,0.979171,0.941364,0.526048,0.942157,0.508576
Doench2016-1768,0.0000,-0.0626,1.000000,0.986014,0.976301,-24.8900,-25.9213,0.625000,0.576450,0.786310,0.945533,0.925471,0.964960,0.922745,0.980437,0.958717,0.937943,0.940898,0.952118,0.945776,0.990720,0.932465,0.995460,0.954034,0.986167,0.938524,0.974678,0.889395,0.963207,0.874268,0.987767,0.956568,0.958917,0.875741,0.963707,0.874743,0.991843,0.190183,0.995529,0.022700,0.966542,0.020037,0.997427,0.880323,0.986424,0.897771,0.987186,0.856086,0.999451,0.869757
Doench2016-1769,0.0000,-0.3812,1.000000,0.953544,0.906513,-30.2600,-31.8854,0.500000,0.504150,0.542194,0.987161,0.951778,0.993622,0.849124,0.642101,0.572103,0.825760,0.798100,0.998487,0.352853,0.684912,0.358315,0.965847,0.848438,0.973207,0.907003,0.993080,0.981981,0.974581,0.185425,0.674166,0.005465,0.788985,0.000108,0.823216,0.005595,0.886465,0.008389,0.951703,0.995455,0.985824,0.999576,0.995867,0.999942,0.993000,0.999898,0.993041,0.021665,0.999240,0.002677
Doench2016-1770,0.0000,-0.3788,1.000000,0.927871,0.906853,-28.8800,-30.6419,0.500000,0.508771,0.573605,0.997056,0.830987,0.987234,0.812294,0.996443,0.735873,0.640598,0.503212,0.825557,0.796999,0.998482,0.412469,0.683651,0.413640,0.965639,0.845210,0.972467,0.872900,0.993693,0.988532,0.977529,0.184548,0.675735,0.005258,0.788465,0.000175,0.822489,0.014408,0.886014,0.015565,0.951530,0.969995,0.986183,0.999949,0.995941,0.999623,0.995930,0.999473,0.996416,0.070981
Doench2016-1771,-1.3800,-1.7236,0.625000,0.610348,0.684060,-28.8900,-30.8114,0.250000,0.325701,0.489182,0.996212,0.990839,0.186440,0.972020,0.179704,0.924742,0.298634,0.746063,0.991578,0.774117,0.988033,0.756191,0.867335,0.271652,0.687541,0.132296,0.730829,0.391658,0.909724,0.375029,0.988959,0.396921,0.973420,0.446502,0.814852,0.728504,0.794410,0.552687,0.193134,0.765233,0.092429,0.040482,0.087859,0.209445,0.903887,0.000097,0.996258,0.008994,0.999954,0.300166
Doench2016-1772,0.0000,-0.1707,1.000000,0.944310,0.953765,-26.9400,-28.7585,0.125000,0.318313,0.244818,0.993702,0.971662,0.978726,0.039334,0.997040,0.036554,0.995752,0.032452,1.000000,0.134394,0.998273,0.035665,0.877223,0.958592,0.772145,0.001339,0.929105,0.002241,0.987802,0.008276,0.998439,0.011098,0.992608,0.118255,0.978746,0.893859,0.975389,0.113245,0.836989,0.113527,0.861918,0.231816,0.989191,0.173098,0.970147,0.240241,0.961977,0.233757,0.980120,0.546957
Doench2016-1773,-1.2700,-1.9634,0.625000,0.691418,0.604475,-28.4600,-29.8283,0.500000,0.497156,0.524158,0.913446,0.998383,0.407700,0.969310,0.138714,0.524947,0.056279,0.410559,0.086277,0.456713,0.457203,0.045657,0.983557,0.020399,0.987105,0.033439,0.990187,0.974070,0.995817,0.169810,0.461174,0.950397,0.080699,0.952229,0.051427,0.956550,0.107939,0.038965,0.380098,0.020030,0.997625,0.036770,0.996506,0.998190,0.998491,0.837946,0.999598,0.998171,0.999655,0.090628
Doench2016-1774,-3.1700,-3.1876,0.875000,0.873625,0.701808,-30.8300,-31.9787,0.250000,0.342671,0.425240,0.999960,0.959935,0.014799,0.937034,0.013654,0.986944,0.014715,0.335331,0.999959,0.349340,0.992349,0.992999,0.991713,0.101430,0.991571,0.031787,0.999839,0.048904,0.999515,0.919973,0.015280,0.053240,0.013811,0.046508,0.015407,0.002862,0.999198,0.009068,0.999782,0.628775,0.999999,0.634784,0.991577,0.017400,0.991486,0.370211,0.991778,0.410378,0.999776,0.667892
Doench2016-1775,-3.7500,-3.8519,1.000000,0.949042,0.681492,-30.8200,-31.8447,0.375000,0.384008,0.506249,0.015749,0.887283,0.021748,0.882561,0.012071,0.905688,0.958500,0.650553,0.999698,0.653249,0.999865,0.998548,0.999957,0.972010,0.996422,0.985726,0.053010,0.080211,0.054122,0.004974,0.008860,0.011116,0.917503,0.020998,0.895168,0.960959,0.929543,0.032942,0.958715,0.004610,0.995995,0.037300,0.959379,0.018269,0.922365,0.062583,0.936284,0.991286,0.994891,0.964111
Doench2016-1776,-0.4600,-1.1176,0.500000,0.655179,0.718929,-30.4600,-32.0121,0.625000,0.548293,0.416758,0.977895,0.290408,0.960433,0.170058,0.593160,0.170288,0.592566,0.235153,0.773062,0.344505,0.736405,0.071215,0.436511,0.070265,0.364933,0.838104,0.863763,0.477859,0.871631,0.741372,0.980982,0.337176,0.985816,0.202420,0.913159,0.009852,0.560359,0.005049,0.301757,0.115118,0.656251,0.942726,0.857810,0.834313,0.482192,0.988986,0.482840,0.694129,0.987061,0.796174
Doench2016-1777,-2.6900,-2.7111,0.875000,0.875935,0.703699,-29.2500,-30.0487,0.500000,0.476399,0.541261,0.997800,0.981894,0.019639,0.091636,0.012998,0.070491,0.012192,0.072999,0.998267,0.960020,0.998754,0.964894,0.999493,0.919948,0.999196,0.926083,0.998491,0.924919,0.999945,0.933117,0.014907,0.080427,0.014809,0.087604,0.019320,0.060795,0.999809,0.890069,0.997434,0.886796,0.997415,0.961603,0.994977,0.022020,0.998983,0.006335,0.999732,0.019741,0.999813,0.963836
Doench2016-1778,-2.4700,-2.8801,0.500000,0.526054,0.581012,-32.6700,-34.2859,0.375000,0.452522,0.472698,0.118518,0.983061,0.077116,0.895990,0.048549,0.873790,0.052897,0.307942,0.999970,0.422215,0.593838,0.716310,0.997674,0.346340,0.978331,0.282634,0.967551,0.285238,0.994046,0.024250,0.585991,0.681195,0.997332,0.014806,0.977832,0.003201,0.035541,0.243317,0.041622,0.649898,0.082115,0.914895,0.121604,0.466167,0.983329,0.351971,0.982606,0.897881,0.983782,0.092850
Doench2016-1779,-2.6900,-2.7118,0.750000,0.752674,0.703548,-28.8800,-29.8272,0.375000,0.385239,0.507064,0.999072,0.838581,0.997167,0.822443,0.019561,0.241302,0.012768,0.061022,0.012034,0.052497,0.998271,0.810119,0.998763,0.843009,0.999527,0.802346,0.999243,0.785618,0.998536,0.785361,0.999945,0.806099,0.014682,0.210967,0.014666,0.235004,0.019233,0.145712,0.999850,0.856780,0.997521,0.861005,0.997482,0.967841,0.993665,0.003760,0.998985,0.002548,0.999988,0.009265
Doench2016-1780,0.0000,-0.0176,1.000000,0.991958,0.992920,-24.8900,-26.5068,0.500000,0.498080,0.568543,0.996212,0.997797,0.996288,0.997863,0.982229,0.997586,0.979811,0.995371,0.980242,0.947064,0.999758,0.946898,0.996034,0.285328,0.994823,0.219267,0.998037,0.211163,1.000000,0.112858,0.999309,0.379005,1.000000,0.296014,1.000000,0.929291,0.978707,0.678632,0.979229,0.834053,0.981431,0.325555,1.000000,0.082604,0.998525,0.141933,0.997774,0.113997,1.000000,0.878573
Doench2016-1781,-3.7900,-3.9107,0.250000,0.271850,0.414693,-30.7500,-32.5270,0.125000,0.359742,0.280044,0.999985,0.999980,0.969443,0.648646,0.981501,0.024260,0.005635,0.000139,0.003973,0.000637,0.012513,0.002174,0.021873,0.035994,0.036183,0.999836,0.117476,0.008467,0.998250,0.000195,0.990645,0.001355,0.981577,0.001265,0.100140,0.001207,0.017762,0.005048,0.016030,0.111030,0.021227,0.152838,0.022843,0.938294,0.023435,0.515612,0.983482,0.533975,0.989880,0.619931
Doench2016-1782,0.0000,-0.6419,1.000000,0.937151,0.825309,-32.6000,-33.8259,0.250000,0.289961,0.385015,0.997658,0.999848,0.961676,0.995230,0.554106,0.143617,0.446617,0.000848,0.589760,0.001223,0.998866,0.013737,0.919679,0.013374,0.899536,0.399408,0.887352,0.280507,0.629765,0.974545,0.527058,0.784512,0.596905,0.773773,0.986352,0.014574,0.986687,0.007000,0.992443,0.017205,0.954469,0.791228,0.957517,0.230217,0.861120,0.224882,0.867093,0.999965,0.891524,0.034613
Doench2016-1783,-2.9900,-3.4737,0.500000,0.571693,0.647677,-32.8400,-33.4436,0.875000,0.874763,0.455890,0.999655,0.003820,0.999583,0.001310,0.069073,0.000712,0.004796,0.000099,0.051873,0.999553,0.386115,0.001478,0.999994,0.000165,0.981178,0.028688,0.995228,0.998442,0.989132,0.081880,0.999588,0.002310,0.903777,0.001234,0.915354,0.002792,0.458530,0.998319,0.306854,0.997945,0.312168,0.999583,0.518298,0.999646,0.671164,0.999936,0.691400,0.999937,0.699778,0.999943
Doench2016-1784,-2.7800,-3.0873,0.750000,0.703918,0.775743,-30.2300,-32.0355,0.750000,0.537292,0.533142,0.980023,0.983508,0.998638,0.930305,0.997470,0.639238,0.984206,0.613238,0.997053,0.578794,0.999954,0.485956,0.999691,0.889817,0.999365,0.225654,0.726972,0.174623,0.690156,0.406710,0.360663,0.011587,0.149334,0.425086,0.915608,0.448789,0.916384,0.610617,0.999979,0.807126,0.880323,0.799136,0.746115,0.445676,0.274457,0.185199,0.127338,0.014801,0.771136,0.986990
Doench2016-1785,-0.5500,-1.4477,0.625000,0.801839,0.725581,-30.0000,-30.8439,0.500000,0.528295,0.346342,0.490057,0.893079,0.449774,0.212591,0.965047,0.067732,0.949244,0.057686,0.934332,0.291554,0.641800,0.976414,0.468315,0.076506,0.319111,0.022164,0.453396,0.025430,0.509631,0.011250,0.994524,0.016917,0.921678,0.049162,0.910330,0.435931,0.999815,0.993115,0.993424,0.284360,0.983293,0.056380,0.557055,0.268685,0.511069,0.730610,0.473521,0.723871,0.986205,0.733405
Doench2016-1786,-1.2900,-1.7179,0.750000,0.783292,0.656510,-28.3600,-29.7942,0.250000,0.301283,0.517977,0.419118,0.935158,0.151269,0.817217,0.188109,0.805739,0.314890,0.793458,0.866352,0.912206,0.928110,0.818410,0.934523,0.727652,0.945172,0.415653,0.890553,0.162759,0.950294,0.203846,0.159631,0.700683,0.115841,0.656488,0.173844,0.079698,0.442841,0.762936,0.986258,0.052052,0.933469,0.098321,0.906689,0.186253,0.908072,0.185383,0.948751,0.999560,0.966410,0.046058
Doench2016-1787,-2.0200,-2.6638,0.500000,0.589107,0.514750,-28.8400,-30.4475,0.125000,0.246993,0.391561,0.153393,0.992260,0.098389,0.549263,0.091530,0.110204,0.613629,0.091849,0.492710,0.122320,0.203588,0.963016,0.539230,0.963887,0.959823,0.036989,0.997992,0.008869,0.744412,0.042158,0.544699,0.988702,0.142756,0.985755,0.027095,0.075753,0.869390,0.013246,0.743962,0.090853,0.089935,0.085646,0.485393,0.986380,0.500218,0.311653,0.997661,0.347515,0.999203,0.064900
Doench2016-1788,-2.9700,-3.2819,0.625000,0.606954,0.668401,-27.6300,-29.3221,0.500000,0.570758,0.530257,0.967012,0.805881,0.644200,0.505197,0.035057,0.721224,0.018806,0.226595,0.043437,0.162676,0.984873,0.239675,0.991431,0.587328,0.998082,0.444461,0.979794,0.602157,0.958113,0.891916,0.953239,0.426679,0.938348,0.425288,0.999957,0.432376,0.050078,0.137863,0.050812,0.127365,0.071988,0.163678,0.999993,0.981996,0.683559,0.958937,0.999413,0.893132,0.999835,0.870716
Doench2016-1789,0.0000,-0.2750,1.000000,0.923442,0.934758,-31.3500,-32.9397,0.500000,0.440329,0.331560,0.994173,0.724040,0.968334,0.268473,0.901960,0.065848,0.946205,0.092931,0.940907,0.428666,0.934255,0.514914,0.930146,0.677686,0.976714,0.028129,0.997514,0.009675,0.999525,0.012435,0.988760,0.120406,0.729122,0.165371,0.833054,0.165965,0.955717,0.017164,0.927096,0.002072,0.923280,0.000839,0.998828,0.834041,0.889068,0.834910,0.860796,0.833888,0.999702,0.833751
Doench2016-1790,-0.8000,-1.2088,1.000000,0.916882,0.762095,-36.0500,-36.6664,0.125000,0.142823,0.340630,0.992295,0.999708,0.311016,0.991658,0.374724,0.255198,0.266707,0.254574,0.914437,0.224650,0.988985,0.250117,0.958826,0.072017,0.974550,0.721850,0.974966,0.745745,0.454631,0.991604,0.301666,0.137671,0.394040,0.025232,0.846319,0.014286,0.882695,0.049375,0.887037,0.057669,0.897696,0.004918,0.994780,0.005636,0.989890,0.005332,0.879500,0.005573,0.957138,0.999795
Doench2016-1791,-0.6700,-1.2994,0.625000,0.643248,0.653394,-25.6400,-27.4938,0.750000,0.565239,0.427881,0.880445,0.754959,0.858417,0.633777,0.754864,0.629886,0.966366,0.185717,0.285788,0.186185,0.197075,0.174871,0.209442,0.074794,0.433493,0.200650,0.976669,0.091109,0.975288,0.827146,0.988385,0.167055,0.395663,0.109557,0.138909,0.109071,0.149112,0.261577,0.274255,0.629535,0.958993,0.670378,0.904008,0.707434,0.889360,0.710961,0.872698,0.777364,0.958653,0.655592
Doench2016-1792,-3.0100,-3.0847,0.500000,0.522094,0.603017,-26.9700,-28.5418,1.000000,0.601656,0.488675,0.999939,0.824479,0.957627,0.267595,0.014046,0.161680,0.012633,0.919275,0.023593,0.318164,0.056707,0.094958,0.998115,0.362308,0.973098,0.094178,0.997798,0.111585,0.964478,0.368570,0.955217,0.811916,0.930338,0.625536,0.957383,0.899027,0.996377,0.653369,0.059936,0.264381,0.056776,0.277351,0.056948,0.283087,0.055818,0.485492,0.995759,0.984591,0.997758,0.965949
Doench2016-1793,-3.4300,-3.7145,0.250000,0.312816,0.449894,-29.4500,-30.9464,0.125000,0.203166,0.470587,0.993818,0.660544,0.996637,0.972520,0.042489,0.964131,0.021604,0.477046,0.060917,0.372171,0.008356,0.369712,0.982410,0.977535,0.855916,0.965630,0.179104,0.923629,0.357763,0.935477,0.999822,0.115174,0.996514,0.052846,0.995243,0.037306,0.109363,0.014402,0.190404,0.014519,0.932312,0.036391,0.020780,0.931535,0.075561,0.030226,0.076633,0.079267,0.102229,0.481682
Doench2016-1794,-0.0900,-0.8718,1.000000,0.839440,0.770978,-31.8200,-32.6474,0.625000,0.550530,0.524945,0.972074,0.996764,0.970920,0.995670,0.698812,0.996774,0.663169,0.992015,0.683766,0.989748,0.785968,0.991860,0.609014,0.017565,0.834120,0.017939,0.710225,0.015519,0.388337,0.003341,0.663074,0.020620,0.724553,0.056835,0.857744,0.903034,0.854316,0.637910,0.728611,0.900980,0.735207,0.961569,0.995244,0.996064,0.759378,0.001234,0.786002,0.000838,0.999019,0.002615
Doench2016-1795,0.0000,-0.5110,1.000000,0.860116,0.848635,-27.4400,-28.7554,0.375000,0.402085,0.665474,0.999641,0.996284,0.999677,0.974806,0.543895,0.914952,0.546829,0.907239,0.602135,0.912340,0.994209,0.976066,0.996666,0.804647,0.999767,0.784929,0.933067,0.774886,0.951042,0.582368,0.954768,0.527834,0.570081,0.936437,0.546988,0.885516,0.535125,0.103052,1.000000,0.141355,0.999409,0.987028,0.914055,0.973445,0.887956,0.040548,0.997542,0.040243,0.999851,0.045497
Doench2016-1796,-1.7300,-2.0802,0.875000,0.839854,0.643268,-29.5400,-31.4705,0.875000,0.683600,0.479398,0.207325,0.960686,0.127923,0.624432,0.992896,0.335517,0.228837,0.413631,0.235128,0.446595,0.990012,0.596035,0.965063,0.078649,0.999985,0.066969,0.094807,0.040912,0.098764,0.309072,0.997322,0.052845,0.208465,0.193817,0.239347,0.294368,0.818078,0.610036,0.997253,0.675625,0.956089,0.924407,0.953975,0.849099,0.999557,0.947012,0.791294,0.591923,0.963235,0.576328
Doench2016-1797,0.0000,-0.5517,1.000000,0.955925,0.884996,-27.2100,-29.0295,0.375000,0.500309,0.544458,0.604557,0.939504,0.608309,0.726430,0.883706,0.688473,0.817625,0.560834,0.957460,0.765535,0.999512,0.526165,1.000000,0.612487,0.999866,0.631995,0.612705,0.550032,0.583168,0.219205,0.992490,0.362759,0.993117,0.303273,0.860773,0.849242,0.848853,0.530622,0.958406,0.611756,0.997854,0.871449,0.995017,0.317031,0.998489,0.094051,0.988135,0.687831,0.999874,0.040491
Doench2016-1798,0.0000,-0.2485,1.000000,0.893032,0.893185,-24.0100,-25.8038,0.750000,0.577947,0.619612,0.974030,0.966986,0.831867,0.889087,0.789162,0.665472,0.677773,0.509450,0.738586,0.492372,1.000000,0.621092,0.965466,0.750967,0.959197,0.610307,0.994391,0.572843,0.993944,0.752655,0.900565,0.740581,0.894470,0.196844,0.996988,0.181212,0.803458,0.481642,0.778225,0.545421,0.837135,0.789002,0.866196,0.832059,0.948782,0.446374,0.949719,0.745681,0.963749,0.602182
Doench2016-1799,-2.8000,-3.0427,0.750000,0.758159,0.540298,-29.1100,-30.4289,0.625000,0.640388,0.409428,0.056340,0.409076,0.011203,0.383040,0.007028,0.273123,0.044501,0.967934,0.286676,0.343459,0.999266,0.307793,0.999903,0.016759,0.999973,0.014130,0.999608,0.013098,0.286003,0.036880,0.043776,0.235610,0.006412,0.064550,0.011141,0.851494,0.056908,0.865921,0.999991,0.938538,0.999986,0.997424,0.999625,0.824934,0.998892,0.121750,0.999256,0.273743,0.999475,0.249301
Doench2016-1800,-2.6000,-2.7921,0.750000,0.784458,0.630239,-26.9100,-28.6605,0.375000,0.391061,0.425765,0.250049,0.761552,0.033494,0.353045,0.011328,0.268711,0.009854,0.259827,0.999668,0.588832,0.999876,0.602284,0.999954,0.591305,0.999914,0.649632,0.991955,0.578482,0.992594,0.633893,0.016846,0.063359,0.023581,0.035884,0.042523,0.036589,0.249665,0.112963,0.999273,0.078153,0.999776,0.704698,0.999912,0.691007,0.994297,0.916134,0.994445,0.285483,0.995776,0.303463
Doench2016-1801,0.0000,-0.2461,1.000000,0.918011,0.924729,-35.3300,-37.1988,0.250000,0.287479,0.393688,0.992939,0.990134,0.998373,0.980528,0.903993,0.586979,0.828997,0.442338,0.751656,0.319312,0.922324,0.844259,0.999532,0.207399,0.891216,0.192822,0.961227,0.000509,0.985314,0.008437,0.986539,0.008373,0.928383,0.992843,0.936603,0.026856,0.826001,0.000012,0.936009,0.000186,0.865042,0.007988,0.890025,0.999977,0.900992,0.953922,0.996455,0.282821,0.992959,0.028073
Doench2016-1802,-4.9400,-5.2824,0.375000,0.402944,0.522300,-35.8300,-36.1305,0.500000,0.509270,0.455226,0.999752,0.999995,0.862900,0.001174,0.999720,0.000303,0.175165,0.000413,0.020420,0.001206,0.000564,0.001082,0.000504,0.001761,0.173567,0.986948,0.990547,0.985141,0.999858,0.987854,0.999739,0.998131,0.999717,0.066354,0.999760,0.087702,0.999626,0.986417,0.183561,0.998261,0.000643,0.000961,0.010189,0.000139,0.010758,0.000814,0.165436,0.999937,0.853577,0.999926
Doench2016-1803,0.0000,-0.6647,1.000000,0.820160,0.813127,-28.6300,-29.6904,0.750000,0.765189,0.535425,0.813872,0.986942,0.828890,0.978679,0.746415,0.406458,0.839522,0.967511,0.963631,0.086798,0.962261,0.041196,0.875269,0.035835,0.773429,0.998129,0.560415,0.070384,0.598755,0.001213,0.848170,0.000871,0.890637,0.012979,0.981217,0.996977,0.862529,0.974063,0.825530,0.893529,0.717140,0.752789,0.817177,0.706801,0.820529,0.409393,0.647458,0.397584,0.889700,0.990373
Doench2016-1804,-2.9800,-3.2591,0.500000,0.505188,0.603392,-25.9900,-27.8729,0.250000,0.411747,0.438453,0.996975,0.917581,0.991229,0.890116,0.995743,0.356966,0.871659,0.352510,0.914629,0.243649,0.019131,0.098083,0.014108,0.055344,0.009204,0.021139,0.219012,0.166977,0.994761,0.906396,0.999942,0.738110,0.999941,0.728204,0.999521,0.747293,0.227744,0.302043,0.013467,0.317818,0.014138,0.274638,0.013776,0.271852,0.995012,0.904225,0.835315,0.290035,0.942534,0.186076
Doench2016-1805,-2.9800,-3.3617,0.500000,0.469878,0.575363,-25.6500,-27.4891,0.625000,0.558121,0.549920,0.989633,0.954350,0.997129,0.909067,0.735045,0.819685,0.777985,0.621503,0.015517,0.380283,0.011220,0.128045,0.007910,0.019419,0.218871,0.083315,0.995542,0.630419,0.999973,0.682946,0.999923,0.655726,0.999487,0.648678,0.225627,0.398150,0.010782,0.607322,0.011324,0.347770,0.010973,0.335404,0.995741,0.624781,0.713699,0.909881,0.795342,0.635212,0.995538,0.606449
Doench2016-1806,-0.3700,-1.2912,0.500000,0.689593,0.713508,-31.0500,-32.7992,0.500000,0.530005,0.309474,0.909329,0.709321,0.782286,0.445812,0.723922,0.445633,0.862941,0.076688,0.863092,0.024627,0.864573,0.005464,0.992002,0.002064,0.883210,0.000022,0.651576,0.000376,0.423882,0.000016,0.445975,0.021111,0.350637,0.218308,0.781560,0.999987,0.978977,0.999983,0.899761,0.999984,0.901384,0.999965,0.514507,0.218415,0.386912,0.021203,0.370715,0.000130,0.682927,0.000375
Doench2016-1807,0.0000,-0.3364,1.000000,0.805288,0.844327,-29.3500,-30.2838,0.250000,0.333412,0.526151,0.942817,0.935230,0.800586,0.973074,0.823739,0.958885,0.823913,0.961848,0.813165,0.982890,0.925037,0.166186,0.946945,0.067617,0.700980,0.058556,0.735847,0.053466,0.984728,0.998874,0.986220,0.977666,0.960260,0.721435,0.940114,0.321307,0.680186,0.318356,0.749197,0.027001,0.953031,0.000256,0.775785,0.000484,0.730785,0.001841,0.769540,0.999031,0.843661,0.999017
Doench2016-1808,0.0000,-0.7164,1.000000,0.764741,0.808589,-24.6500,-26.1444,0.625000,0.532751,0.628963,0.979321,0.994744,0.969325,0.987133,0.971129,0.883516,0.992742,0.873556,0.975113,0.457368,0.964147,0.432131,0.989305,0.531167,0.845988,0.535967,0.375421,0.456215,0.339504,0.792053,0.669747,0.896692,0.982104,0.476704,0.994752,0.486824,0.827458,0.167247,0.818245,0.669492,0.503060,0.473210,0.487542,0.655538,0.518965,0.687009,0.986711,0.980324,0.981197,0.142362
Doench2016-1809,-0.4400,-1.3000,0.750000,0.663980,0.731461,-30.6200,-31.3446,0.625000,0.626472,0.402233,0.999285,0.973595,0.891441,0.131913,0.810799,0.013447,0.809775,0.004708,0.844059,0.039453,0.833438,0.000310,0.761346,0.001382,0.526488,0.000718,0.327763,0.000078,0.817826,0.018008,0.816219,0.997491,0.878945,0.851783,0.996277,0.992692,0.994063,0.004525,0.840928,0.010979,0.840350,0.999957,0.877629,0.999680,0.126007,0.999331,0.151143,0.999317,0.485446,0.005297
Doench2016-1810,-0.2800,-0.7848,1.000000,0.945251,0.808813,-30.9200,-32.4987,0.625000,0.643925,0.353077,0.964022,0.105726,0.936648,0.092968,0.466545,0.089890,0.511981,0.724533,0.537382,0.347425,0.999251,0.084405,0.990348,0.016651,0.924466,0.208396,0.339471,0.067150,0.443009,0.013983,0.540666,0.011693,0.960461,0.147328,0.960985,0.382483,0.963178,0.705699,0.907437,0.833661,0.921190,0.950997,0.978907,0.826475,0.878236,0.801363,0.974055,0.406805,0.978024,0.243916
